country,Year,Wind_consumption,Solar_consumption,Hydro_consumption,Wind_generation,Hydro_generation,Solar_generation,Wind diffrence,Solar diffrence,Hydro diffrence
Africa,2000,0.1755,0.011941,75.24581662,0.23,74.51,0,0.0545,-0.011941,-0.73581662
Africa,2001,0.41558,0.01496,80.86411472,0.46,81.21,0,0.044420000000000015,-0.01496,0.3458852799999903
Africa,2002,0.443584,0.01787101,85.18146813,0.43,83.4,0.02,-0.013584,0.00212899,-1.78146813
Africa,2003,0.535599,0.02132901,82.87260146,0.61,81.69,0.02,0.074401,-0.00132901,-1.18260146
Africa,2004,0.768280505,0.02576101,87.40546926,0.78,86.54,0.02,0.011719495000000024,-0.00576101,-0.86546926
Africa,2005,0.780382111,0.03067601,89.06573418,0.83,88.72,0.02,0.049617889,-0.01067601,-0.34573418
Africa,2006,0.852565606,0.03895701,92.24435301,0.87,91.92,0.03,0.017434394,-0.00895701,-0.32435301
Africa,2007,1.016223364,0.051533293,95.34056181,1.18,93.99,0.04,0.16377663599999992,-0.011533293,-1.35056181
Africa,2008,1.311778131,0.073232202,97.15720925,1.29,95.63,0.05,-0.021778131,-0.023232202,-1.52720925
Africa,2009,1.589230939,0.096152927,99.7611369,1.7,98.68,0.07,0.11076906100000006,-0.026152927,-1.0811369
Africa,2010,2.284582434,0.21252075,107.4268326,2.37,109.5,0.41,0.085417566,0.19747924999999997,2.0731674000000027
Africa,2011,2.386503939,0.601454301,110.444821,2.43,110.57,0.5,0.043496061,-0.101454301,0.1251789999999886
Africa,2012,2.51563024,0.994443126,110.9523002,2.37,111.66,0.65,-0.14563024,-0.344443126,0.7076998000000003
Africa,2013,3.593447303,0.78891014,117.6388464,3.55,116.88,0.74,-0.043447303,-0.04891014,-0.7588464
Africa,2014,5.060072834,1.93770017,123.7267948,5.59,122.18,1.86,0.5299271660000002,-0.07770017,-1.5467948
Africa,2015,8.910686283,3.592173384,120.1678361,8.58,120.03,2.91,-0.330686283,-0.682173384,-0.1378361
Africa,2016,11.17637067,5.12019689,116.7188052,10.47,119.05,4.21,-0.70637067,-0.91019689,2.3311947999999916
Africa,2017,12.4577741,6.902446607,125.8165222,11.54,124.99,5.6,-0.9177741,-1.302446607,-0.8265222
Africa,2018,14.77072335,8.295433824,133.140498,15.73,130.67,7.15,0.9592766499999996,-1.145433824,-2.470498
Africa,2019,18.85772913,10.90690156,137.2155108,17.47,132.43,7.86,-1.38772913,-3.04690156,-4.7855108
Africa,2020,21.78984307,12.40778213,142.5749961,17,139.46,8.33,-4.78984307,-4.07778213,-3.1149961
Algeria,1990,0,0,0.135,0,0.135,0,0,0,0
Algeria,1991,0,0,0.293,0,0.293,0,0,0,0
Algeria,1992,0,0,0.199,0,0.199,0,0,0,0
Algeria,1993,0,0,0.353,0,0.353,0,0,0,0
Algeria,1994,0,0,0.166,0,0.166,0,0,0,0
Algeria,1995,0,0,0.193,0,0.193,0,0,0,0
Algeria,1996,0,0,0.135,0,0.135,0,0,0,0
Algeria,1997,0,0,0.075,0,0.075,0,0,0,0
Algeria,1998,0,0,0.215,0,0.215,0,0,0,0
Algeria,1999,0,0,0.203,0,0.203,0,0,0,0
Algeria,2000,0,0,0.054,0,0.05,0,0,0,-0.004
Algeria,2001,0,0,0.069,0,0.07,0,0,0,0.001
Algeria,2002,0,0,0.057,0,0.06,0,0,0,0.003
Algeria,2003,0,0,0.265,0,0.26,0,0,0,-0.005
Algeria,2004,0,0,0.251,0,0.25,0,0,0,-0.001
Algeria,2005,0,0,0.5553,0,0.55,0,0,0,-0.0053
Algeria,2006,0,0,0.2176,0,0.22,0,0,0,0.0024
Algeria,2007,0,0,0.226,0,0.22,0,0,0,-0.006
Algeria,2008,0,0,0.283,0,0.28,0,0,0,-0.003
Algeria,2009,0,0,0.342,0,0.3,0,0,0,-0.042
Algeria,2010,0,0.0091,0.173,0,0.17,0,0,-0.0091,-0.003
Algeria,2011,0,0.01811875,0.378,0,0.5,0,0,-0.01811875,0.122
Algeria,2012,0,0.026723014,0.389,0,0.62,0,0,-0.026723014,0.23099999999999998
Algeria,2013,0,0.0286,0.099,0,0.33,0,0,-0.0286,0.231
Algeria,2014,0.001,0.06,0.193,0,0.25,0,-0.001,-0.06,0.056999999999999995
Algeria,2015,0.019,0.058,0.145,0.02,0.14,0.06,0.001,0.002,-0.005
Algeria,2016,0.019052055,0.245,0.072,0.03,0.22,0.09,0.010947945,-0.155,0.14800000000000002
Algeria,2017,0.019,0.504,0.056,0.01,0.06,0.57,-0.009,0.066,0.004
Algeria,2018,0.01,0.603,0.117,0.01,0.12,0.65,0,0.047,0.003
Algeria,2019,0.01,0.615,0.152,0.01,0.15,0.68,0,0.065,-0.002
Algeria,2020,0.008,0.6,0.05,0.01,0.09,0.68,0.002,0.08,0.039999999999999994
Argentina,1990,0,0,17.876,0,17.876,0,0,0,0
Argentina,1991,0,0,16.221,0,16.221,0,0,0,0
Argentina,1992,0,0,19.77905051,0,19.779,0,0,0,-5.05E-05
Argentina,1993,0,0,23.55547475,0,23.555,0,0,0,-0.00047475
Argentina,1994,0,0,27.97278788,0,27.973,0,0,0,0.00021212
Argentina,1995,0,0,28.45812121,0,28.458,0,0,0,-0.00012121
Argentina,1996,0.009618,0,25.94518182,0.01,25.945,0,0.000382,0,-0.00018182
Argentina,1997,0.014592,0,33.0299596,0.015,33.03,0,0.000408,0,4.040000000316013e-05
Argentina,1998,0.032541,1.7e-05,32.42178788,0.033,32.422,0,0.000459,-1.70E-05,0.00021212
Argentina,1999,0.034781,2.6e-05,26.53007071,0.035,26.53,0,0.000219,-2.60E-05,-7.07E-05
Argentina,2000,0.034758,3.6e-05,34.0340101,0.04,28.49,0,0.005242,-3.60E-05,-5.5440101
Argentina,2001,0.049361,4.3e-05,41.90326263,0.05,36.65,0,0.000639,-4.30E-05,-5.25326263
Argentina,2002,0.073405,4.7e-05,41.46705051,0.07,35.49,0,-0.003405,-4.70E-05,-5.97705051
Argentina,2003,0.077954,6.5e-05,39.08008081,0.08,33.47,0,0.002046,-6.50E-05,-5.61008081
Argentina,2004,0.072446,7e-05,35.40287879,0.07,30.14,0,-0.002446,-7.00E-05,-5.26287879
Argentina,2005,0.071719665,8.1e-05,39.35009091,0.08,33.66,0,0.008280335,-8.10E-05,-5.69009091
Argentina,2006,0.06964,9e-05,43.624,0.07,37.57,0,0.00036,-9.00E-05,-6.054
Argentina,2007,0.061593,0.0001089,37.741,0.06,30.06,0,-0.001593,-0.0001089,-7.681
Argentina,2008,0.041951078,0.0001437,37.199,0.04,30.11,0,-0.001951078,-0.0001437,-7.089
Argentina,2009,0.036831529,7.6084e-05,40.783,0.04,33.53,0,0.003168471,-7.61E-05,-7.253
Argentina,2010,0.025351606,8.589e-05,40.543,0.03,33.02,0,0.004648394,-8.59E-05,-7.523
Argentina,2011,0.02659055,0.001614,39.641,0.06,31.03,0,0.03340945,-0.001614,-8.611
Argentina,2012,0.369861999,0.008172967,36.876,0.82,28.71,0.01,0.45013800099999995,0.001827033,-8.166
Argentina,2013,0.453354876,0.015074079,40.7,1.01,32.51,0.01,0.556645124,-0.005074079,-8.19
Argentina,2014,0.619491,0.015944,40.864,0.62,32.33,0.02,0.000509,0.004056,-8.534
Argentina,2015,0.593334963,0.014683,41.7709,0.59,31.94,0.01,-0.003334963,-0.004683,-9.8309
Argentina,2016,0.547359,0.014273,38.25439327,0.55,29.4,0.01,0.002641,-0.004273,-8.85439327
Argentina,2017,0.611567,0.016417,41.54297858,0.61,31.46,0.02,-0.001567,0.003583,-10.08297858
Argentina,2018,1.412743,0.10813,41.64786518,1.41,31.96,0.11,-0.002743,0.00187,-9.68786518
Argentina,2019,4.995966424,0.799697913,37.06678706,5,27.33,0.8,0.004033576,0.000302087,-9.73678706
Argentina,2020,9.470297617,1.344340935,30.54359219,9.41,24.26,1.35,-0.060297617,0.005659065,-6.28359219
Asia Pacific,1990,0.032323232,0.004,399.2715428,0.032,399.272,0.004,-0.000323232,0,0.0004572
Asia Pacific,1991,0.122000909,0.00945,410.5242724,0.122,410.524,0.009,-9.09E-07,-0.00045,-0.0002724
Asia Pacific,1992,0.22047404,0.0276,401.5246502,0.22,401.525,0.028,-0.00047404,0.0004,0.0003498
Asia Pacific,1993,0.311836667,0.0431,440.2869206,0.312,440.287,0.043,0.000163333,-0.0001,7.940000000417058e-05
Asia Pacific,1994,0.583588081,0.0534,443.2981976,0.584,443.298,0.053,0.000411919,-0.0004,-0.0001976
Asia Pacific,1995,1.121601313,0.070660101,483.4344319,1.122,483.434,0.071,0.000398687,0.000339899,-0.0004319
Asia Pacific,1996,0.991205066,0.098160606,473.4094407,0.991,473.409,0.098,-0.000205066,-0.000160606,-0.0004407
Asia Pacific,1997,1.213950041,0.147015452,475.8946677,1.214,475.895,0.147,4.995900000004383e-05,-1.55E-05,0.0003323
Asia Pacific,1998,1.489550167,0.202918856,506.6742947,1.49,506.674,0.203,0.000449833,8.114400000000521e-05,-0.0002947
Asia Pacific,1999,2.053249006,0.286266606,500.2429652,2.053,500.243,0.286,-0.000249006,-0.000266606,3.479999998035055e-05
Asia Pacific,2000,2.56394698,0.428484426,521.6528876,2.564,521.653,0.428,5.3020000000181255e-05,-0.000484426,0.0001124
Asia Pacific,2001,3.517409418,0.608506426,570.4635729,3.517,570.464,0.609,-0.000409418,0.000493574,0.0004271
Asia Pacific,2002,4.067013247,0.829111425,578.9087814,4.067,578.909,0.829,-1.32E-05,-0.000111425,0.0002186
Asia Pacific,2003,5.340875855,1.116570608,594.3543015,5.341,594.354,1.117,0.000124145,0.000429392,-0.0003015
Asia Pacific,2004,9.1866934,1.463785013,699.1522028,9.187,699.152,1.464,0.0003066,0.000214987,-0.0002028
Asia Pacific,2005,12.01919361,1.852540528,727.9606312,12.019,727.961,1.853,-0.00019361,0.000459472,0.0003688
Asia Pacific,2006,18.56980713,2.29110778,801.697905,18.57,801.698,2.291,0.00019287,-0.00010778,9.499999998752173e-05
Asia Pacific,2007,24.60313141,2.748389875,852.1739291,24.603,852.174,2.748,-0.00013141,-0.000389875,7.08999999687876e-05
Asia Pacific,2008,36.0798946,3.330039168,997.7769593,36.08,997.777,3.33,0.0001054,-3.92E-05,4.069999999956053e-05
Asia Pacific,2009,54.84797828,4.382369759,968.0869271,54.848,968.087,4.382,2.1719999999447737e-05,-0.000369759,7.289999996373808e-05
Asia Pacific,2010,81.48419655,6.73715687,1097.622159,81.484,1097.622,6.737,-0.00019655,-0.00015687,-0.000159
Asia Pacific,2011,113.5510876,12.15284375,1117.742583,113.551,1117.743,12.153,-8.76E-05,0.00015625,0.000417
Asia Pacific,2012,147.7235801,17.52820574,1261.911788,147.724,1261.912,17.528,0.0004199,-0.00020574,0.000212
Asia Pacific,2013,188.4721434,32.32084555,1367.364304,188.472,1367.364,32.321,-0.0001434,0.00015445,-0.000304
Asia Pacific,2014,214.2726871,62.82208136,1521.930169,214.273,1521.93,62.822,0.0003129,-8.14E-05,-0.000169
Asia Pacific,2015,243.0600532,95.346154,1565.604681,243.06,1565.605,95.346,-5.32E-05,-0.000154,0.000319
Asia Pacific,2016,311.2076135,141.5306366,1628.172172,311.208,1628.172,141.531,0.0003865,0.0003634,-0.000172
Asia Pacific,2017,387.0977782,219.8052652,1671.439055,387.098,1671.439,219.805,0.0002218,-0.0002652,-5.50E-05
Asia Pacific,2018,461.9517581,309.1100675,1711.995847,461.952,1711.996,309.11,0.0002419,-6.75E-05,0.000153
Asia Pacific,2019,509.3683071,392.0389961,1791.4782,509.368,1791.478,392.039,-0.0003071,3.899999967416079e-06,-0.0002
Asia Pacific,2020,572.6361061,470.2983146,1847.216313,572.636,1847.216,470.298,-0.0001061,-0.0003146,-0.000313
Australia,1990,0,0,14.7595,0,14.76,0,0,0,0.0005
Australia,1991,0,0.00545,15.6535,0,15.654,0.005,0,-0.00045,0.0005
Australia,1992,0,0.0121,15.9415,0,15.942,0.012,0,-1.00E-04,0.0005
Australia,1993,0.002,0.0146,16.387,0.002,16.387,0.015,0,0.0004,0
Australia,1994,0.0055,0.0174,16.15,0.006,16.15,0.017,0.0005,-0.0004,0
Australia,1995,0.007,0.02115,15.631,0.007,15.631,0.021,0,-0.00015,0
Australia,1996,0.007,0.0256,15.9685,0.007,15.968,0.026,0,0.0004,-0.0005
Australia,1997,0.0075,0.03065,15.9525,0.008,15.952,0.031,0.0005,0.00035,-0.0005
Australia,1998,0.018,0.0356,15.798,0.018,15.798,0.036,0,0.0004,0
Australia,1999,0.043,0.0406,16.2815,0.043,16.282,0.041,0,0.0004,0.0005
Australia,2000,0.134,0.04675,16.4665,0.06,16.2,0.04,-0.074,-0.00675,-0.2665
Australia,2001,0.287,0.05415,16.1235,0.21,16.4,0.04,-0.077,-0.01415,0.27649999999999864
Australia,2002,0.53355,0.0583,16.095,0.36,15.72,0.05,-0.17355,-0.0083,-0.375
Australia,2003,0.70405,0.0632,16.21055,0.7,16.13,0.06,-0.00405,-0.0032,-0.08055
Australia,2004,0.795,0.07295,15.68665,0.7,15.89,0.07,-0.095,-0.00295,0.20335000000000036
Australia,2005,1.29905,0.08405,15.4657,0.88,15.16,0.08,-0.41905,-0.00405,-0.3057
Australia,2006,2.1621,0.0975,14.9451,1.71,15.77,0.09,-0.4521,-0.0075,0.8248999999999995
Australia,2007,2.8521,0.11375,13.04895,2.61,14.2,0.11,-0.2421,-0.00375,1.1510499999999997
Australia,2008,3.45845,0.1392,11.81515,3.09,11.79,0.13,-0.36845,-0.0092,-0.02515
Australia,2009,4.43775,0.29024203,12.64205,3.81,11.68,0.16,-0.62775,-0.13024203,-0.96205
Australia,2010,4.985,0.97764828,13.746,5.05,13.5,0.39,0.065,-0.58764828,-0.246
Australia,2011,6.432,2.04454657,19.572,6.09,16.69,1.39,-0.342,-0.65454657,-2.882
Australia,2012,7.725,2.412,17.036,6.97,13.98,2.33,-0.755,-0.082,-3.056
Australia,2013,9.259,3.8474,19.089,7.96,18.12,3.48,-1.299,-0.3674,-0.969
Australia,2014,9.777,4.952,14.484,10.25,18.34,4.01,0.47300000000000075,-0.942,3.856
Australia,2015,11.83300209,6.195524404,14.08659847,11.47,13.32,5.02,-0.36300209,-1.175524404,-0.76659847
Australia,2016,13.03970488,7.439775697,17.6294521,12.2,15.02,6.21,-0.83970488,-1.229775697,-2.6094521
Australia,2017,13.21079043,8.91755657,13.49974762,12.6,16.04,8.07,-0.61079043,-0.84755657,2.5402523799999983
Australia,2018,16.26195432,12.33254445,17.33836109,15.16,15.83,9.93,-1.10195432,-2.40254445,-1.50836109
Australia,2019,19.47168808,18.2969867,14.1138688,17.71,15.54,14.85,-1.76168808,-3.4469867,1.4261311999999986
Australia,2020,22.6068918,23.84266127,14.5346444,20.4,15.15,21.03,-2.2068918,-2.81266127,0.6153556000000009
Austria,1990,0,0,31.509,0,31.51,0,0,0,0.001
Austria,1991,0,0,31.4434,0,31.44,0,0,0,-0.0034
Austria,1992,0,0,34.8484,0,34.85,0,0,0,0.0016
Austria,1993,0,0.001,36.705556,0,36.71,0,0,-0.001,0.004444
Austria,1994,0,0.001,35.7075,0,35.71,0,0,-0.001,0.0025
Austria,1995,0.001,0.001,37.067222,0,37.07,0,-0.001,-0.001,0.002778
Austria,1996,0.005,0.001,34.216111,0,34.22,0,-0.005,-0.001,0.003889
Austria,1997,0.02,0.002,36.105278,0.02,36.11,0,0,-0.002,0.004722
Austria,1998,0.045,0.002,37.163333,0.05,37.16,0,0.005,-0.002,-0.003333
Austria,1999,0.051,0.002,40.6991208,0.05,40.7,0,-0.001,-0.002,0.0008792
Austria,2000,0.067,0.003,41.83565055,0.07,41.84,0,0.003,-0.003,0.00434945
Austria,2001,0.172,0.005,40.45548165,0.1,40.46,0.01,-0.072,0.005,0.00451835
Austria,2002,0.203,0.009,40.22700281,0.14,40.23,0.01,-0.063,0.001,0.00299719
Austria,2003,0.366,0.015,33.21499204,0.37,33.21,0.01,0.004,-0.005,-0.00499204
Austria,2004,0.924,0.018,36.762283,0.93,36.76,0.02,0.006,0.002,-0.002283
Austria,2005,1.331276757,0.021018375,37.09513834,1.33,37.1,0.02,-0.001276757,-0.001018375,0.00486166
Austria,2006,1.752792984,0.022386875,35.65608477,1.75,35.66,0.02,-0.002792984,-0.002386875,0.00391523
Austria,2007,2.037184927,0.024238375,37.05445286,2.04,37.05,0.02,0.002815073,-0.004238375,-0.00445286
Austria,2008,2.011257409,0.03011991,38.32949104,2.01,38.33,0.03,-0.001257409,-0.00011991,0.00050896
Austria,2009,1.954040168,0.04891428,40.89630336,1.95,40.9,0.05,-0.004040168,0.00108572,0.00369664
Austria,2010,2.063913736,0.08881314,38.36341829,2.06,38.36,0.09,-0.003913736,0.00118686,-0.00341829
Austria,2011,1.93623636,0.17406996,34.23908351,1.94,34.24,0.17,0.00376364,-0.00406996,0.00091649
Austria,2012,2.462029019,0.33748305,43.80410469,2.46,43.85,0.34,-0.002029019,0.00251695,0.04589531
Austria,2013,3.153231562,0.625974,42.0465273,3.15,42.02,0.63,-0.003231562,0.004026,-0.0265273
Austria,2014,3.845768035,0.785246,41.01025937,3.85,41.01,0.79,0.004231965,0.004754,-0.00025937
Austria,2015,4.840343102,0.937098,37.05552838,4.84,37.16,0.94,-0.000343102,0.002902,0.10447161999999821
Austria,2016,5.234838273,1.096016,39.84471615,5.23,39.97,1.1,-0.004838273,0.003984,0.1252838499999953
Austria,2017,6.571511136,1.268971,38.293433,6.57,38.29,1.27,-0.001511136,0.001029,-0.003433
Austria,2018,6.030429449,1.455132,37.637911,6.03,37.64,1.46,-0.000429449,0.004868,0.002089
Austria,2019,7.477363299,1.702093,40.455346,7.45,40.83,1.7,-0.027363299,-0.002093,0.3746539999999996
Austria,2020,6.794140175,1.590574729,40.95375978,6.79,42,2.04,-0.004140175,0.44942527099999996,1.0462402200000014
Azerbaijan,1990,0,0,1.658,0,1.658,0,0,0,0
Azerbaijan,1991,0,0,1.7593,0,1.759,0,0,0,-0.0003
Azerbaijan,1992,0,0,1.7473,0,1.747,0,0,0,-0.0003
Azerbaijan,1993,0,0,2.426,0,2.426,0,0,0,0
Azerbaijan,1994,0,0,1.83,0,1.83,0,0,0,0
Azerbaijan,1995,0,0,1.556,0,1.556,0,0,0,0
Azerbaijan,1996,0,0,1.537,0,1.537,0,0,0,0
Azerbaijan,1997,0,0,1.712,0,1.712,0,0,0,0
Azerbaijan,1998,0,0,1.951,0,1.951,0,0,0,0
Azerbaijan,1999,0,0,1.506,0,1.506,0,0,0,0
Azerbaijan,2000,0,0,1.534,0,1.52,0,0,0,-0.014
Azerbaijan,2001,0,0,1.301,0,1.29,0,0,0,-0.011
Azerbaijan,2002,0,0,2.02,0,2,0,0,0,-0.02
Azerbaijan,2003,0,0,2.47,0,2.44,0,0,0,-0.03
Azerbaijan,2004,0,0,2.755,0,2.73,0,0,0,-0.025
Azerbaijan,2005,0,0,3.0094,0,2.98,0,0,0,-0.0294
Azerbaijan,2006,0,0,2.518,0,2.49,0,0,0,-0.028
Azerbaijan,2007,0,0,2.364,0,2.34,0,0,0,-0.024
Azerbaijan,2008,0,0,2.232,0,2.21,0,0,0,-0.022
Azerbaijan,2009,0.0021,0,2.3084,0,2.29,0,-0.0021,0,-0.0184
Azerbaijan,2010,0.0005,0,3.4463,0,3.41,0,-0.0005,0,-0.0363
Azerbaijan,2011,0,0,2.6758,0,2.65,0,0,0,-0.0258
Azerbaijan,2012,0,0,1.821,0,1.8,0,0,0,-0.021
Azerbaijan,2013,0.0008,0.0008,1.4891,0,1.47,0,-0.0008,-0.0008,-0.0191
Azerbaijan,2014,0.0023,0.0029,1.2997,0,1.29,0,-0.0023,-0.0029,-0.0097
Azerbaijan,2015,0.0046,0.0046,1.6375,0,1.62,0,-0.0046,-0.0046,-0.0175
Azerbaijan,2016,0.0228,0.0353,1.9593,0.02,1.94,0.04,-0.0028,0.0047,-0.0193
Azerbaijan,2017,0.0221,0.0372,1.7464,0.02,1.73,0.04,-0.0021,0.0028,-0.0164
Azerbaijan,2018,0.0827,0.03926,1.768,0.08,1.75,0.04,-0.0027,0.00074,-0.018
Azerbaijan,2019,0.1054,0.0442,1.5648,0.1,1.55,0.04,-0.0054,-0.0042,-0.0148
Azerbaijan,2020,0.0951,0.0472,1.068,0.1,1.07,0.05,0.0049,0.0028,0.002
Bangladesh,1990,0,0,0.884,0,0.884,0,0,0,0
Bangladesh,1991,0,0,0.838,0,0.838,0,0,0,0
Bangladesh,1992,0,0,0.796,0,0.796,0,0,0,0
Bangladesh,1993,0,0,0.608,0,0.608,0,0,0,0
Bangladesh,1994,0,0,0.847,0,0.847,0,0,0,0
Bangladesh,1995,0,0,0.372,0,0.372,0,0,0,0
Bangladesh,1996,0,0,0.739,0,0.739,0,0,0,0
Bangladesh,1997,0,0,0.719,0,0.719,0,0,0,0
Bangladesh,1998,0,0,0.865,0,0.865,0,0,0,0
Bangladesh,1999,0,0,0.833,0,0.833,0,0,0,0
Bangladesh,2000,0,0,0.749,0,0.94,0,0,0,0.19099999999999995
Bangladesh,2001,0,0,0.993,0,0.98,0,0,0,-0.013
Bangladesh,2002,0,0.0001,0.749,0,1.05,0,0,-0.0001,0.30100000000000005
Bangladesh,2003,0,0.0009,0.749,0,1.12,0,0,-0.0009,0.3710000000000001
Bangladesh,2004,0,0.0019,0.749,0,1.21,0,0,-0.0019,0.46099999999999997
Bangladesh,2005,0,0.0034,0.749,0,1.28,0,0,-0.0034,0.531
Bangladesh,2006,0.0016,0.0054,0.749,0,1.38,0.01,-0.0016,0.0046,0.6309999999999999
Bangladesh,2007,0.0016,0.009,0.749,0,0.74,0.02,-0.0016,0.011000000000000001,-0.009
Bangladesh,2008,0.0029,0.0152,0.95,0,0.94,0.02,-0.0029,0.0048,-0.01
Bangladesh,2009,0.0051,0.0251,0.417,0,0.44,0.03,-0.0051,0.0049,0.023
Bangladesh,2010,0.0051,0.0443,0.729,0,0.76,0.07,-0.0051,0.025700000000000008,0.031000000000000028
Bangladesh,2011,0.0051,0.0584,0.872,0,0.92,0.06,-0.0051,0.0016,0.048
Bangladesh,2012,0.0051,0.0909,0.777,0,0.82,0,-0.0051,-0.0909,0.043
Bangladesh,2013,0.005081,0.129563,0.728378728,0,0.94,0.14,-0.005081,0.010437000000000002,0.21162127199999992
Bangladesh,2014,0.005081,0.166947,0.566453438,0,0.62,0.17,-0.005081,0.003053,0.053546561999999964
Bangladesh,2015,0.005081,0.198389,0.898146455,0.01,0.59,0.21,0.004919,0.011610999999999982,-0.308146455
Bangladesh,2016,0.005081,0.219999,0.884632595,0.01,1.01,0.23,0.004919,0.010001,0.125367405
Bangladesh,2017,0.005081,0.253361,1.029528088,0.01,1.03,0.27,0.004919,0.016639000000000015,0.000471912
Bangladesh,2018,0.005081,0.275068,0.865411112,0.01,1.08,0.29,0.004919,0.014932,0.2145888880000001
Bangladesh,2019,0.005081,0.349231785,0.823091189,0.01,0.82,0.37,0.004919,0.020768215,-0.003091189
Bangladesh,2020,0.005081,0.412784892,0.700670737,0.01,0.61,0.42,0.004919,0.007215108,-0.090670737
Belarus,1990,0,0,0.02,0,0.02,0,0,0,0
Belarus,1991,0,0,0.018,0,0.018,0,0,0,0
Belarus,1992,0,0,0.017,0,0.017,0,0,0,0
Belarus,1993,0,0,0.019,0,0.019,0,0,0,0
Belarus,1994,0,0,0.019,0,0.019,0,0,0,0
Belarus,1995,0,0,0.02,0,0.02,0,0,0,0
Belarus,1996,0,0,0.016,0,0.016,0,0,0,0
Belarus,1997,0,0,0.021,0,0.021,0,0,0,0
Belarus,1998,0,0,0.028,0,0.028,0,0,0,0
Belarus,1999,0,0,0.019,0,0.019,0,0,0,0
Belarus,2000,0,0,0.027,0,0.03,0,0,0,0.003
Belarus,2001,0,0,0.03,0,0.03,0,0,0,0
Belarus,2002,0,0,0.029,0,0.03,0,0,0,0.001
Belarus,2003,0,0,0.028,0,0.03,0,0,0,0.002
Belarus,2004,0.001010101,0,0.033,0,0.03,0,-0.001010101,0,-0.003
Belarus,2005,0.001,0,0.036,0,0.04,0,-0.001,0,0.004
Belarus,2006,0.001,0,0.035,0,0.04,0,-0.001,0,0.005
Belarus,2007,0.001,0,0.035,0,0.04,0,-0.001,0,0.005
Belarus,2008,0.001,0,0.039,0,0.04,0,-0.001,0,0.001
Belarus,2009,0.001,0,0.045,0,0.04,0,-0.001,0,-0.005
Belarus,2010,0.001,0,0.045,0,0.05,0,-0.001,0,0.005
Belarus,2011,0.004,0,0.042,0,0.04,0,-0.004,0,-0.002
Belarus,2012,0.006,0,0.072,0.01,0.07,0,0.004,0,-0.002
Belarus,2013,0.008,0.0004,0.138,0.01,0.14,0,0.002,-0.0004,0.002
Belarus,2014,0.009,0.002,0.121,0.01,0.12,0,0.001,-0.002,-0.001
Belarus,2015,0.039,0.009,0.111,0.03,0.11,0.01,-0.009,0.001,-0.001
Belarus,2016,0.073,0.026,0.142,0.08,0.14,0.03,0.007,0.004,-0.002
Belarus,2017,0.097,0.089,0.406,0.1,0.4,0.09,0.003,0.001,-0.006
Belarus,2018,0.099,0.118,0.324,0.1,0.32,0.18,0.001,0.062,-0.004
Belarus,2019,0.166,0.179,0.351,0.18,0.34,0.18,0.013999999999999985,0.001,-0.011
Belarus,2020,0.183883978,0.181743295,0.353340883,0.19,0.39,0.17,0.006116022,-0.011743295,0.036659117
Belgium,1990,0.007,0,0.266,0.01,0.27,0,0.003,0,0.004
Belgium,1991,0.008,0,0.229,0.01,0.23,0,0.002,0,0.001
Belgium,1992,0.009,0,0.341,0.01,0.34,0,0.001,0,-0.001
Belgium,1993,0.008,0,0.254,0.01,0.25,0,0.002,0,-0.004
Belgium,1994,0.009,0,0.346,0.01,0.35,0,0.001,0,0.004
Belgium,1995,0.009,0,0.338,0.01,0.34,0,0.001,0,0.002
Belgium,1996,0.008,0,0.239,0.01,0.24,0,0.002,0,0.001
Belgium,1997,0.008,0,0.305,0.01,0.31,0,0.002,0,0.005
Belgium,1998,0.011,0,0.389,0.01,0.39,0,-0.001,0,0.001
Belgium,1999,0.013,0,0.341,0.01,0.34,0,-0.003,0,-0.001
Belgium,2000,0.016,0,0.46,0.02,0.46,0,0.004,0,0
Belgium,2001,0.037,0,0.441,0.04,0.44,0,0.003,0,-0.001
Belgium,2002,0.057,0,0.36,0.06,0.36,0,0.003,0,0
Belgium,2003,0.088,0,0.247,0.09,0.25,0,0.002,0,0.003
Belgium,2004,0.142,0.001,0.317,0.14,0.32,0,-0.002,-0.001,0.003
Belgium,2005,0.227,0.001,0.288,0.23,0.29,0,0.003,-0.001,0.002
Belgium,2006,0.366,0.002,0.359,0.37,0.36,0,0.004,-0.002,0.001
Belgium,2007,0.491,0.006,0.389,0.49,0.39,0.01,-0.001,0.004,0.001
Belgium,2008,0.637,0.042,0.41,0.64,0.41,0.04,0.003,-0.002,0
Belgium,2009,0.996,0.166,0.328,1,0.33,0.17,0.004,0.004,0.002
Belgium,2010,1.292,0.56,0.312,1.29,0.31,0.56,-0.002,0,-0.002
Belgium,2011,2.312,1.169,0.196,2.31,0.2,1.17,-0.002,0.001,0.004
Belgium,2012,2.751,2.148,0.357,2.75,0.36,2.15,-0.001,0.002,0.003
Belgium,2013,3.665,2.644,0.38,3.66,0.38,2.64,-0.005,-0.004,0
Belgium,2014,4.6153,2.8862,0.2952,4.62,0.29,2.89,0.0047,0.0038,-0.0052
Belgium,2015,5.574,3.0563,0.3184,5.57,0.32,3.06,-0.004,0.0037,0.0016
Belgium,2016,5.4377,3.0952,0.37,5.42,0.37,3.1,-0.0177,0.0048,0
Belgium,2017,6.5137,3.3076,0.2701,6.52,0.27,3.31,0.0063,0.0024,-1.00E-04
Belgium,2018,7.4647,3.9029,0.3135,7.57,0.29,3.9,0.10530000000000062,-0.0029,-0.0235
